,Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP,time,WinDir1,Temp1,ASKQ,Wind Spd (sai)
585,1004.022788,27.35655219,1.97,8.93,92.21,19.114195741352887,77.1207744,9.75,34.044,50.37,264.95,2.26,480.9,1.09,30.4,1.468832907,17.06,2019-08-05 21:00:00,78.44,24.61,1007.27,0.54
586,1008.217236,27.57559107,1.57,8.56,90.5,77.83108701869423,132.4946051,11.15,30.168,44.88,264.95,2.14,515.25,1.01,32.67,2.183614429,17.56,2019-08-05 22:00:00,127.88,24.69,1008.0,0.49
587,1012.578737,25.80826155,5.34,35.24,92.93,-8.540351849576837,101.340092,40.37,37.68,50.86,265.0,6.36,896.92,2.23,15.91,1.442989724,76.12,2019-09-05 00:00:00,258.13,23.97,1008.4,1.0
588,1007.617641,30.53825869,2.23,23.41,97.6,-37.79204151779413,162.5509029,45.27,26.484,38.1,264.64,5.17,824.4,1.92,22.57,0.481782954,47.94,2019-09-05 01:00:00,263.36,23.04,1006.52,0.82
589,1003.435811,27.80624176,1.81,13.38,99.48,-79.34814833539713,150.171418,22.99,22.092,31.86,265.0,3.22,667.92,1.33,23.71,1.924630772,28.04,2019-09-05 02:00:00,181.7,22.77,1006.06,0.64
590,1008.910572,30.95201696,3.24,20.02,98.98,-82.33600620328798,221.4905906,22.41,34.788,49.56,265.0,5.35,790.05,2.21,17.48,0.795226563,39.42,2019-09-05 03:00:00,149.67,23.02,1007.01,0.49
591,1006.446696,27.66913149,3.32,21.53,97.31,-49.55629244334341,95.9691204,24.17,33.0,46.62,264.95,5.66,763.33,2.28,19.42,1.367556614,39.89,2019-09-05 04:00:00,227.51,23.19,1005.38,0.64
592,1005.280898,27.75728057,1.73,15.06,96.24,-85.63288217754598,123.7895493,21.25,15.324,21.35,264.59,3.39,625.93,1.39,25.09,2.201630005,27.83,2019-09-05 05:00:00,241.68,23.06,1002.6,0.65
593,1010.055753,27.01164211,1.78,10.44,94.65,4.71,134.0400295,17.36,9.504,12.16,265.0,2.25,591.58,0.99,27.32,1.444699295,19.76,2019-09-05 06:00:00,249.89,23.06,1005.7,0.76
594,1009.317095,31.6212007,6.92,16.82,92.04,17.49,150.3487112,22.24,22.908,25.29,264.64,3.82,782.42,1.7,22.47,2.67544108,34.64,2019-09-05 07:00:00,224.36,23.07,1006.48,0.7
595,1012.981366,25.00023711,21.94,28.52,91.7,30.14,168.3669309,37.23,48.408,42.21,265.0,5.37,1034.32,1.97,15.09,0.721019309,69.22,2019-09-05 08:00:00,211.96,23.18,1008.57,0.79
596,1006.98463,30.44494482,30.2,36.14,91.4,41.85,121.9808149,52.51,64.368,54.55,264.86,8.77,1374.0,3.43,14.92,1.468273468,76.28,2019-09-05 09:00:00,152.56,23.39,1009.1,0.5
597,1003.91247,23.10855048,3.36,14.77,98.77,103.91,61.48819918,31.04,11.388,12.7,265.0,4.71,618.3,2.1,24.05,1.748371809,25.6,2019-09-05 11:00:00,291.02,22.7,1008.67,1.12
598,1006.369653,28.19154309,3.47,13.41,95.98,107.69,58.16393799,24.91,10.944,11.83,265.0,3.74,591.58,1.68,25.32,0.828891952,24.71,2019-09-05 12:00:00,283.26,23.12,1008.41,1.19
599,1005.136569,25.42044664,3.05,8.51,90.15,122.97,127.6679527,19.06,8.532,8.68,265.0,2.55,526.7,1.27,30.74,1.491082526,17.37,2019-09-05 13:00:00,261.89,23.73,1007.78,1.21
600,1002.797638,26.82894053,2.9,7.02,85.63,99.41,82.40755501,13.62,7.908,7.95,264.75,2.12,480.9,1.1,35.05,0.989520167,13.77,2019-09-05 14:00:00,194.02,24.07,1006.07,1.25
601,1006.968075,30.2212722,3.54,7.96,84.84,118.48,189.8258238,11.11,11.496,12.6,264.75,2.09,477.08,1.03,36.11,0.462044147,16.58,2019-09-05 15:00:00,218.98,24.03,1005.37,1.15
602,1008.61926,26.35257593,2.42,5.83,81.89,149.9,91.44781025,12.14,9.744,11.57,265.0,1.74,477.08,0.85,39.68,2.097709782,13.63,2019-09-05 16:00:00,99.83,24.44,1005.8,0.99
603,1004.310896,25.56805076,2.82,7.74,81.63,92.17,82.90683947,10.59,12.972,16.02,265.0,1.84,511.43,0.89,38.53,1.826084498,17.77,2019-09-05 17:00:00,99.22,24.53,1005.48,0.8
604,1007.306274,29.30074569,2.05,9.3,81.3,37.58,150.3551991,9.01,13.944,18.72,265.0,2.03,549.6,0.95,38.02,1.324273002,20.86,2019-09-05 18:00:00,78.26,24.45,1005.6,0.76
605,1007.34765,26.65786055,1.48,8.39,81.1,4.87,206.7016486,9.85,11.532,15.81,265.0,1.74,564.87,0.77,37.36,2.679587036,18.31,2019-09-05 19:00:00,69.79,24.15,1006.23,0.78
606,1004.884456,31.11135666,0.92,8.48,81.05,73.06812995469227,116.158219,8.56,7.428,10.24,265.0,1.9,572.5,0.8,36.98,1.723211782,20.61,2019-09-05 20:00:00,107.04,24.05,1007.27,0.67
607,1003.405531,27.67379551,0.92,9.43,82.12,126.58997031109175,116.9742269,8.4,7.116,9.74,265.0,2.13,583.95,0.86,34.69,1.704304686,23.45,2019-09-05 21:00:00,213.79,23.99,1008.47,0.65
608,1004.008405,23.7530889,1.36,7.99,82.61,77.24987338297069,166.703073,6.4,6.528,8.15,265.0,1.76,530.52,0.77,39.35,0.347441788,18.0,2019-09-05 22:00:00,150.88,23.63,1009.7,0.68
609,1009.05474,27.7243029,2.13,7.45,83.97,46.402609909193416,131.9714476,4.66,7.044,7.79,264.75,2.23,499.98,1.05,38.46,0.758926834,14.52,2019-09-05 23:00:00,81.4,23.44,1009.6,0.41
610,999.7473027,26.26682604,2.09,17.52,87.11,8.572670841309446,74.9142055,8.17,16.272,22.31,264.75,4.27,538.15,1.63,26.51,1.545177181,33.85,2019-10-05 00:00:00,80.72,23.37,1009.83,0.42
611,1006.34425,28.92258741,1.69,21.72,88.5,-14.558570198689267,76.57997505,13.76,19.512,28.0,265.0,5.55,515.25,1.95,22.8,1.255281678,42.19,2019-10-05 01:00:00,54.91,23.26,1010.47,0.35
612,1009.793515,30.15266591,5.03,19.33,89.43,41.491499225750886,180.5479599,12.67,25.776,32.69,265.0,4.29,557.23,1.58,19.6,1.15443822,38.97,2019-10-05 02:00:00,186.8,23.13,1009.84,0.64
613,1009.650475,26.56784614,1.14,12.61,86.42,130.77868892024708,125.6672826,10.17,10.404,14.57,265.0,2.86,503.8,1.13,32.66,1.528931707,26.05,2019-10-05 03:00:00,302.79,23.16,1009.32,0.91
614,1010.386347,28.20632913,1.18,10.81,86.21,100.08066107904233,143.3208483,8.3,7.992,10.71,265.0,2.73,507.62,1.18,32.57,3.217792962,23.3,2019-10-05 04:00:00,211.8,23.17,1008.98,0.65
615,1003.088155,27.61205166,1.42,15.33,87.11,4.2332282492061495,139.3852668,11.69,13.716,19.32,265.0,3.57,587.77,1.6,25.68,1.62790131,33.69,2019-10-05 05:00:00,126.51,23.35,1008.9,0.45
616,1008.693892,27.00190841,9.83,23.94,87.89,3.89,156.310242,19.58,33.12,36.84,265.0,5.33,740.43,2.25,18.59,2.508563359,51.42,2019-10-05 06:00:00,143.96,23.33,1009.45,0.54
617,999.4437176,23.92371362,11.04,30.52,86.95,20.17,181.6935711,36.92,41.328,47.83,264.96,6.76,973.25,2.9,18.3,2.237613966,73.2,2019-10-05 07:00:00,183.6,23.41,1010.22,0.5
618,1010.428176,28.48784356,12.86,23.68,85.73,46.11,182.9644535,28.01,42.168,46.35,264.63,6.48,1152.63,3.24,21.89,1.154652572,48.55,2019-10-05 08:00:00,177.54,23.58,1009.88,0.53
619,1008.164827,30.2493677,20.58,46.11,83.72,78.21,146.7883998,30.79,53.46,52.22,264.63,12.61,1358.73,5.7,23.55,0.343028793,99.44,2019-10-05 09:00:00,128.09,23.98,1009.21,0.56
620,1006.323809,24.42223806,25.21,58.43,82.95,60.81,129.0593502,32.19,63.216,60.4,264.94,16.06,1519.03,7.12,23.91,1.413578013,124.57,2019-10-05 10:00:00,197.55,24.08,1009.56,0.77
621,1007.859396,26.05531092,19.04,36.11,82.5,145.44,126.6629373,53.21,50.508,49.95,264.95,8.49,1015.23,3.61,30.26,2.763815944,77.46,2019-10-05 11:00:00,273.74,24.28,1010.46,0.9
622,1004.760592,27.58273169,13.19,30.61,82.37,211.07,195.0827152,54.46,38.736,40.48,264.95,9.73,946.53,4.67,37.12,0.938201037,63.59,2019-10-05 12:00:00,282.4,24.63,1011.03,1.15
623,1012.528813,30.58201098,10.78,28.3,79.1,249.06,233.5553541,59.15,33.024,35.2,264.33,10.19,839.67,5.09,45.16,0.569528225,55.74,2019-10-05 13:00:00,286.59,24.92,1007.56,1.38
624,1008.090916,31.00494041,6.62,19.59,78.53,222.84,171.8016821,42.26,23.988,27.45,264.63,6.33,583.95,3.13,50.21,1.765223136,39.41,2019-10-05 14:00:00,280.29,25.27,1007.93,1.44
625,1006.40641,27.12140536,3.63,34.48,78.53,214.67,171.58842,29.57,15.204,18.28,264.84,9.43,702.27,4.34,56.34,1.891324792,75.15,2019-10-05 15:00:00,287.19,25.56,1008.4,1.35
626,1012.785101,27.57943987,2.13,33.48,78.86,164.19,208.9156943,20.87,12.072,15.67,264.84,10.99,702.27,5.54,58.98,1.143953079,70.71,2019-10-05 16:00:00,292.49,25.64,1006.48,1.19
627,1008.095278,24.81907358,3.62,26.81,79.25,121.51,147.6152578,26.51,20.316,26.28,264.61,11.11,702.27,6.28,54.44,1.063713603,48.97,2019-10-05 17:00:00,262.21,25.65,1004.76,0.91
628,1010.805912,26.19010038,4.87,36.19,79.7,67.73,163.7610425,46.18,41.064,56.89,264.95,15.31,980.88,8.55,43.13,0.972038711,68.82,2019-10-05 18:00:00,222.01,25.65,1006.16,0.81
629,1006.886442,29.91300705,5.93,47.09,80.91,9.42,127.8914556,42.12,62.712,89.08,265.0,17.72,1183.17,9.77,27.76,1.01492791,93.69,2019-10-05 19:00:00,167.24,25.51,1008.03,0.67
630,1004.052684,24.52975103,12.58,51.07,83.8,36.241487933148164,195.212041,23.57,77.184,101.67,265.0,18.61,1477.05,10.3,15.89,1.478766445,98.6,2019-10-05 20:00:00,138.92,25.22,1008.89,1.04
631,1003.586835,26.38030202,3.54,41.46,85.41,26.415073161046166,208.960014,22.07,56.052,82.43,265.0,16.24,1225.15,9.17,18.45,0.974094638,78.49,2019-10-05 21:00:00,84.85,25.07,1009.82,0.59
632,1007.660557,28.01058913,5.12,42.27,86.02,61.82023479265263,95.99947071,25.52,57.108,81.65,265.0,15.72,1175.53,8.76,15.37,2.197892531,79.31,2019-10-05 22:00:00,82.17,25.16,1010.83,0.31
633,1007.914235,26.68919158,12.35,45.61,90.08,60.41910037781054,203.7134097,26.3,58.908,73.39,265.0,15.5,1358.73,8.36,12.26,0.541767295,90.34,2019-11-05 00:00:00,257.29,24.79,1010.29,0.72
634,1007.9063,32.47503501,9.62,36.04,92.51,128.09106453170898,192.5868305,22.92,49.572,62.95,265.0,12.2,1053.4,6.76,12.92,2.247876186,70.28,2019-11-05 01:00:00,302.23,24.26,1009.94,1.17
635,1010.607844,26.86829216,1.44,25.9,94.01,127.47844103452735,161.8381729,27.73,31.392,46.99,264.95,9.87,912.18,5.86,16.53,0.953611228,46.72,2019-11-05 02:00:00,303.97,23.82,1010.78,1.1
636,1011.096432,25.76824241,1.63,23.19,95.76,113.44277877453351,157.0848689,30.14,28.068,41.43,264.95,10.12,893.1,6.14,16.07,2.118680324,40.78,2019-11-05 03:00:00,289.86,23.62,1010.4,0.89
637,1002.902394,30.08361516,2.42,23.15,95.92,80.80775009973513,104.8647709,33.42,29.136,41.9,264.95,10.06,820.58,6.11,14.33,1.092420927,39.54,2019-11-05 04:00:00,227.58,23.76,1010.34,0.54
638,1007.963539,29.44206685,3.15,23.41,94.78,-12.291099459354882,144.4087568,32.95,28.608,40.0,264.6,9.92,809.13,5.96,13.77,1.28807192,40.71,2019-11-05 05:00:00,156.93,23.88,1008.0,0.26
639,1003.440249,28.85661474,30.56,34.86,94.6,5.28,174.9503056,30.02,54.684,38.84,264.88,12.67,980.88,6.92,12.67,1.197345002,63.7,2019-11-05 06:00:00,114.95,24.01,1007.09,0.41
640,1008.722491,28.50389389,42.95,39.95,94.55,43.21,168.2045379,27.91,65.376,36.4,264.81,14.07,1087.75,7.57,13.41,1.310545724,78.0,2019-11-05 07:00:00,196.51,24.24,1008.94,0.55
641,1007.615477,31.24277836,36.71,34.77,91.74,148.64,187.529053,57.63,63.72,43.53,264.41,11.99,1152.63,6.57,18.61,2.354131068,69.2,2019-11-05 08:00:00,257.85,24.93,1009.42,0.73
642,1008.892143,26.74090465,43.46,33.98,85.47,333.87,120.8355629,95.44,80.244,58.86,264.11,10.52,1263.32,5.57,29.48,0.940053651,70.43,2019-11-05 09:00:00,176.48,26.6,1012.26,0.59
643,1011.756718,26.78000868,17.9,21.77,78.15,562.92,64.8011013,56.2,55.224,59.11,263.77,7.81,736.62,4.29,49.53,1.156408094,46.0,2019-11-05 10:00:00,112.38,28.31,1010.83,1.24
644,1012.870992,29.0864157,14.62,18.49,75.18,652.02,143.9604218,51.01,50.844,57.27,264.47,6.48,484.72,3.53,60.76,1.736173816,34.41,2019-11-05 11:00:00,135.08,29.28,1011.59,1.97
645,1010.216373,25.76068828,14.45,15.84,73.0,558.07,104.1646144,35.87,51.54,58.62,264.68,5.82,435.1,2.99,61.21,1.49874713,30.36,2019-11-05 12:00:00,152.06,29.78,1009.6,1.91
646,1002.311236,30.39360393,33.02,21.97,72.24,576.41,196.0043917,44.67,91.512,92.76,264.46,7.94,446.55,4.11,45.4,1.07903485,37.56,2019-11-05 13:00:00,150.67,30.31,1008.61,2.01
647,1007.024943,31.9654356,22.82,20.6,72.33,246.42,101.7796586,59.58,93.288,111.21,264.73,7.66,419.83,4.05,43.74,1.674604685,34.44,2019-11-05 14:00:00,143.98,30.34,1009.07,2.12
648,1006.539944,27.22438793,9.04,17.98,75.44,112.84,142.5482666,39.86,58.884,78.44,265.0,6.3,454.18,3.19,61.51,1.430239895,34.42,2019-11-05 15:00:00,150.2,29.7,1008.31,1.8
649,1009.214857,30.54594675,3.62,16.76,77.37,105.39,122.7167876,30.49,42.54,61.12,264.89,5.87,458.0,2.99,73.66,1.081548479,32.76,2019-11-05 16:00:00,140.35,29.46,1007.58,1.68
650,1003.169711,30.40793587,2.06,18.24,81.69,36.81,79.3638069,18.83,29.208,42.61,264.89,5.93,480.9,3.08,76.11,1.851900685,36.02,2019-11-05 17:00:00,114.99,28.64,1007.22,1.3
651,1009.956263,26.80641105,1.51,16.48,82.27,30.57,92.70032435,9.06,20.664,30.08,264.89,5.71,473.27,2.84,74.34,1.305445396,33.42,2019-11-05 18:00:00,112.7,28.25,1007.29,1.29
652,1010.363564,26.79170149,2.03,18.15,82.87,6.84,75.90829521,11.44,42.264,63.13,264.89,6.58,484.72,3.11,51.71,1.070853686,37.38,2019-11-05 19:00:00,114.48,27.78,1006.31,1.35
653,1003.189132,30.351112,2.32,18.21,86.15,186.5397025730672,85.71690961,12.59,54.216,81.43,264.89,7.15,477.08,3.41,37.85,1.38622358,34.38,2019-11-05 20:00:00,114.33,27.17,1007.03,1.24
654,1012.679189,25.64941698,1.4,15.25,89.85,149.54868057868953,126.5572588,8.75,21.636,31.76,264.95,5.95,499.98,3.02,51.84,0.937133074,26.73,2019-11-05 21:00:00,106.81,26.74,1009.4,0.88
655,1004.66569,28.76824785,1.57,15.99,90.8,158.54495846115242,105.8788997,8.37,19.068,27.48,265.0,5.43,515.25,2.61,49.84,3.227636295,31.06,2019-11-05 22:00:00,108.94,26.67,1008.83,0.78
656,1009.44334,31.64749822,1.81,18.49,91.05,199.65019268777905,139.7780206,10.03,24.492,35.63,265.0,5.6,473.27,2.61,45.31,2.051896644,35.21,2019-11-05 23:00:00,124.69,26.73,1010.6,1.13
657,1005.362952,27.05480544,2.35,24.05,91.18,104.29826149057408,91.66123705,15.92,42.576,63.13,265.0,6.45,469.45,2.78,31.6,1.823163333,48.98,2019-12-05 00:00:00,113.24,26.48,1009.18,0.96
658,1009.021877,28.4655505,7.11,27.09,90.55,16.642757975725544,193.7357297,23.72,71.688,101.46,264.65,7.08,446.55,2.98,18.16,1.158202863,55.7,2019-12-05 01:00:00,108.11,26.21,1006.24,0.8
659,1005.313822,32.81744932,5.1,25.49,88.21,102.29300215523836,93.99283332,24.2,74.868,109.52,264.65,6.43,385.48,2.71,18.28,0.56182236,50.92,2019-12-05 02:00:00,107.89,26.27,1008.44,0.69
660,1010.753537,29.1066768,2.49,18.47,86.0,130.75938514716836,156.9279544,30.57,65.364,98.64,265.0,5.57,343.5,2.47,25.88,0.74422789,34.85,2019-12-05 03:00:00,108.58,26.39,1007.85,0.64
661,1009.07497,24.55679593,2.39,15.58,86.29,116.14848878686098,128.5308367,36.32,57.852,87.01,265.0,5.51,351.13,2.62,31.48,1.681630446,29.98,2019-12-05 04:00:00,124.56,26.41,1006.28,0.85
662,1005.929467,31.71040317,2.54,15.98,89.25,123.13171158325349,183.722128,16.87,44.208,65.39,265.0,5.02,381.67,2.32,32.39,1.335166748,31.58,2019-12-05 05:00:00,126.23,26.18,1007.74,0.8
663,1004.432314,25.46630516,4.92,14.67,95.38,16.74,173.8021211,14.23,66.96,97.25,265.0,5.48,492.35,2.62,20.4,2.098430574,26.08,2019-12-05 06:00:00,86.19,25.58,1009.34,0.52
664,1008.554472,28.47131421,22.77,17.79,97.29,95.0,111.0684194,18.62,86.124,100.04,264.95,6.38,667.92,3.06,17.98,0.880444703,32.11,2019-12-05 07:00:00,98.71,25.69,1009.76,0.58
665,1007.861465,31.030847,57.77,23.16,91.57,244.86,110.5833653,51.49,116.964,94.72,264.94,7.37,664.1,3.59,18.96,2.207205395,46.2,2019-12-05 08:00:00,121.92,26.99,1010.06,1.11
666,1005.942403,27.34050498,72.33,27.89,85.26,381.86,120.9810457,91.66,129.696,92.07,264.96,7.99,511.43,3.81,22.97,1.848525611,52.68,2019-12-05 09:00:00,124.82,28.24,1010.42,1.44
667,1003.124484,26.80450152,46.23,26.14,81.87,311.38,161.1123603,52.58,106.5,95.99,264.57,7.42,435.1,3.35,27.06,1.811181981,46.12,2019-12-05 10:00:00,125.77,28.87,1010.6,1.58
668,1002.825152,26.11131591,29.0,24.05,80.15,417.19,93.80181093,35.46,82.8,85.28,264.56,6.85,404.57,3.09,36.51,2.289621199,46.56,2019-12-05 11:00:00,128.74,29.28,1010.31,1.63
669,1006.196289,25.97043883,14.38,15.96,76.16,653.15,175.8800795,21.5,45.42,49.14,264.54,5.5,351.13,2.48,58.56,1.180046743,29.57,2019-12-05 12:00:00,127.25,30.25,1009.57,1.78
670,1006.184701,25.89086021,13.82,15.69,74.18,643.28,138.7129948,21.93,47.244,52.84,264.46,5.87,339.68,2.71,61.14,1.756994952,27.82,2019-12-05 13:00:00,138.65,30.86,1008.7,2.37
671,1007.17681,24.47820897,8.43,13.89,72.39,625.52,80.40342891,20.19,30.492,34.85,264.23,4.97,316.78,2.32,72.57,1.509976143,25.99,2019-12-05 14:00:00,137.02,31.36,1007.88,2.48
672,1005.412867,31.04953165,3.46,10.31,70.47,547.23,133.6969077,9.28,11.724,13.07,264.25,3.73,290.07,1.65,76.35,0.971958869,18.39,2019-12-05 15:00:00,143.41,31.66,1007.08,2.8
673,1007.955085,30.83986003,2.9,10.46,69.9,307.38,73.03068124,5.4,8.688,9.15,264.33,3.58,282.43,1.49,75.88,1.422101776,19.51,2019-12-05 16:00:00,148.08,31.44,1006.44,3.14
674,999.2774345,26.69100231,3.12,13.22,70.87,145.44,82.7138128,4.41,11.352,13.0,264.22,3.69,309.15,1.49,69.24,1.74213363,29.68,2019-12-05 17:00:00,145.19,30.95,1006.04,2.92
675,1008.865004,28.89424126,2.3,13.71,74.05,76.7,138.6876989,4.87,13.776,18.06,264.56,3.81,362.58,1.54,61.3,2.158006105,33.26,2019-12-05 18:00:00,145.6,30.2,1006.07,2.56
676,1005.169166,21.69655128,1.31,15.57,78.6,18.89,74.24238168,7.88,18.816,27.49,264.92,4.36,423.65,1.85,53.21,0.967909104,35.56,2019-12-05 19:00:00,136.96,29.3,1006.56,2.1
677,1009.302965,28.39193475,1.67,19.11,85.74,189.30996871499883,135.6218361,8.83,17.712,25.21,264.84,6.4,446.55,3.14,50.06,1.575346255,37.6,2019-12-05 20:00:00,117.97,28.37,1007.27,1.13
678,1003.663084,28.28392289,1.86,17.48,90.28,153.46880564622916,158.7470171,7.56,11.196,14.7,264.94,7.2,408.38,3.8,49.89,1.210280522,32.2,2019-12-05 21:00:00,111.2,27.79,1008.03,1.02
679,1007.880273,27.84006105,1.82,15.26,92.26,167.70848075406684,97.08071401,9.13,16.884,23.66,265.0,6.24,396.93,3.06,43.57,1.309974842,28.11,2019-12-05 22:00:00,112.88,27.53,1008.68,1.1
680,1006.627321,27.34784135,1.7,13.89,90.67,170.70151066455946,198.9104784,10.52,14.868,20.69,264.94,4.9,324.42,2.34,47.87,1.163228808,25.05,2019-05-13 00:00:00,107.37,27.37,1009.6,0.82
681,1010.507448,26.91894558,1.99,12.54,90.66,163.29293404389682,171.7927214,11.81,16.368,22.61,264.95,4.25,301.52,2.02,46.24,1.615207406,23.01,2019-05-13 01:00:00,106.16,27.25,1009.28,0.75
682,1006.179503,24.3924683,2.02,10.49,91.39,100.3024402285555,85.69299132,10.49,13.812,18.55,264.66,3.73,267.17,1.75,44.57,1.474589531,19.13,2019-05-13 02:00:00,100.2,27.01,1007.41,0.58
683,1007.097153,31.17451736,1.69,10.22,91.8,95.86812919549266,152.893964,14.45,17.388,24.67,264.45,3.68,293.88,1.7,39.14,0.432095792,19.01,2019-05-13 03:00:00,96.88,26.9,1007.03,0.52
684,1002.94481,27.71746234,2.22,12.38,92.67,111.86716066315421,236.5135884,13.35,21.276,29.94,264.82,3.97,312.97,1.76,33.57,1.624473904,22.11,2019-05-13 04:00:00,102.82,26.76,1008.08,0.55
685,1009.856866,29.93736443,2.6,17.17,93.6,100.42811682873798,151.1944614,10.67,24.72,34.76,265.0,5.0,358.77,2.15,28.27,1.1961218,30.82,2019-05-13 05:00:00,117.14,26.62,1007.94,0.76
686,1010.662244,27.8514216,9.69,23.3,93.79,10.79,70.04207046,16.07,45.672,56.71,264.89,6.51,522.88,2.83,19.19,2.381662207,45.79,2019-05-13 06:00:00,126.37,26.59,1008.35,0.89
687,1006.382913,29.36207325,39.69,30.66,91.96,44.43,139.0082873,25.62,86.436,74.59,264.81,7.85,667.92,3.38,14.17,2.441644799,59.48,2019-05-13 07:00:00,123.84,26.89,1008.98,0.93
688,1007.842199,28.63877605,75.48,33.41,88.32,170.12,160.7194216,57.94,119.964,72.05,264.73,8.44,622.12,3.77,16.93,2.548663475,63.06,2019-05-13 08:00:00,123.23,27.64,1009.58,1.23
689,1005.571958,28.56494657,39.12,22.33,82.53,442.28,107.0615375,40.77,70.032,49.75,264.67,6.43,416.02,2.84,34.99,1.833835015,45.09,2019-05-13 09:00:00,114.75,29.07,1009.91,1.6
690,1005.686204,30.29984994,8.52,15.04,78.83,535.54,187.7001307,12.9,26.436,28.38,264.58,5.04,328.23,2.23,51.75,1.209512952,29.18,2019-05-13 10:00:00,127.52,29.98,1009.99,1.86
691,1007.785606,26.23457433,10.09,15.25,76.23,436.85,68.57020219,15.78,34.176,38.1,264.34,5.12,324.42,2.36,48.93,0.855649641,26.28,2019-05-13 11:00:00,136.8,30.44,1009.93,2.15
692,1006.168626,32.8363986,6.17,14.53,75.38,315.95,187.6264654,12.63,24.78,29.36,264.67,5.57,316.78,2.66,54.91,1.492957362,27.1,2019-05-13 12:00:00,142.69,30.53,1009.55,2.42
693,1009.196745,31.06107772,2.57,10.57,73.59,443.62,98.37998474,4.13,8.016,8.61,264.67,4.02,240.45,1.77,65.19,0.93068664,22.1,2019-05-13 13:00:00,150.8,31.06,1008.87,2.94
694,1003.326556,28.26399138,2.8,8.98,73.07,546.87,147.1567181,3.38,6.6,6.05,264.4,3.54,232.82,1.45,64.11,1.35982641,19.35,2019-05-13 14:00:00,145.84,31.24,1007.9,2.96
695,1004.987145,27.64071679,3.26,9.54,72.1,536.31,146.7445075,3.17,7.5,6.75,264.21,3.5,248.08,1.43,63.49,0.844167599,18.47,2019-05-13 15:00:00,142.94,31.5,1006.64,2.97
696,1008.057695,31.46842374,3.94,9.7,73.38,265.86,74.23972788,4.69,11.328,11.72,264.19,3.36,278.62,1.39,61.13,2.442668923,21.01,2019-05-13 16:00:00,137.95,31.07,1004.33,2.64
697,1003.689267,24.14071628,2.78,10.86,75.11,150.43,148.8216623,4.75,10.776,12.62,264.27,3.47,320.6,1.38,58.65,1.040722923,25.71,2019-05-13 17:00:00,134.66,30.8,1003.83,2.61
698,1009.144542,25.77439121,2.77,13.3,78.02,66.7,141.3209972,5.98,14.124,17.89,264.51,3.93,358.77,1.63,51.9,1.80785385,29.64,2019-05-13 18:00:00,134.28,30.26,1005.47,2.25
699,1009.235827,28.60270963,2.71,14.32,81.76,11.07,147.6481251,7.46,16.872,22.29,264.89,4.66,362.58,2.06,44.08,0.546134196,28.69,2019-05-13 19:00:00,132.67,29.26,1004.91,1.78
700,1009.071422,26.20322701,4.71,20.08,83.43,186.5883368112918,123.7178874,14.99,34.056,46.16,264.56,5.77,473.27,2.6,27.73,1.537194683,43.26,2019-05-13 20:00:00,137.06,28.76,1005.72,1.28
701,1007.819835,26.18148983,3.29,15.29,85.65,211.66389919654466,76.90811709,12.23,23.664,32.04,264.61,5.17,469.45,2.42,30.69,2.80753454,32.73,2019-05-13 21:00:00,131.2,28.4,1006.48,1.17
702,1008.650388,24.83010762,2.33,14.53,87.74,124.34723473031409,84.88005768,7.47,15.036,20.0,264.89,4.89,362.58,2.31,34.11,0.956064136,28.8,2019-05-13 22:00:00,105.64,27.83,1006.99,0.63
703,1008.112531,29.55814833,2.11,13.24,87.92,107.2293489839576,60.63684171,7.02,13.956,18.63,264.55,4.54,316.78,2.17,33.54,0.885563317,27.67,2019-05-13 23:00:00,102.59,27.57,1006.19,0.6
704,1005.083278,25.61715837,1.97,10.38,88.46,165.3293739190667,147.5784908,10.54,13.932,18.83,264.84,3.9,259.53,1.84,35.89,0.818574376,19.23,2019-05-14 00:00:00,101.08,27.58,1008.54,0.76
705,1006.043302,25.79387772,2.07,8.25,89.64,159.72437839151098,165.8014537,7.66,10.2,12.81,264.87,3.23,259.53,1.48,37.46,1.107136134,14.63,2019-05-14 01:00:00,110.25,27.44,1007.88,0.84
706,1007.336145,30.31066612,2.26,10.16,90.96,139.37824872650526,164.7430294,6.39,11.568,14.67,264.89,3.59,270.98,1.54,37.3,1.177724067,17.6,2019-05-14 02:00:00,98.22,27.31,1007.31,0.73
707,1003.577984,30.55283929,2.06,11.85,92.01,105.92767059921971,109.0993147,5.4,12.0,15.66,264.84,3.61,259.53,1.51,38.3,1.160693432,23.07,2019-05-14 03:00:00,103.19,27.32,1006.68,0.7
708,1008.610174,25.65193557,2.31,10.62,93.85,74.79639615882479,94.78654151,7.61,13.788,18.06,264.84,3.6,293.88,1.51,33.7,1.70709015,21.86,2019-05-14 04:00:00,107.23,27.15,1006.35,0.62
709,1003.796715,25.22988317,2.64,11.62,93.27,63.668219140050496,204.4497065,9.44,16.668,22.07,264.76,3.98,290.07,1.67,30.65,1.184987531,23.82,2019-05-14 05:00:00,96.91,27.2,1006.6,0.53
710,1002.571155,25.74696268,3.4,12.51,91.92,16.31,119.2079346,11.66,18.78,24.18,264.6,4.24,377.85,1.83,30.4,1.662583826,25.64,2019-05-14 06:00:00,92.83,27.38,1007.04,0.58
