,Barometer,Temp,NO,PM-10,RH,Radiation,WindDir,SO2,NOx,NO2,Compass,PM-2-5,CO,PM-1,O3,Wind Spd,TSP,time,WinDir1,Temp1,ASKQ,Wind Spd (sai)
0,1010.28,25.55,18.57,18.12,98.55,0.01,188.88,19.17,68.232,78.45,264.66,7.48,461.82,3.43,-17.17,1.48,31.02,2019-04-14 07:00:00,124.55348933894379,26.570572250199316,1004.5579668260443,0.7806910929691
1,1011.21,25.17,11.61,17.25,99.62,32.83,194.24,13.49,48.492,58.17,264.66,7.63,595.4,3.43,-3.7,1.55,31.13,2019-04-14 08:00:00,134.95659788406556,26.069825233696104,1004.7308401907467,0.7797594496929605
2,1012.36,25.86,8.79,12.04,97.46,311.73,108.6,6.68,30.564,34.38,265.0,5.31,553.42,2.43,3.09,1.24,21.29,2019-04-14 09:00:00,141.06928808198586,26.552454113037033,1004.5156303622035,0.9855255126762898
3,1012.66,27.67,11.33,10.91,88.45,532.91,119.74,5.77,30.996,31.16,265.0,4.48,446.55,2.14,8.6,1.78,19.24,2019-04-14 10:00:00,138.28739879384761,28.677136684054677,1003.87753206915,1.3651195773298426
4,1012.78,29.14,5.5,8.91,77.99,610.51,116.88,5.72,23.676,28.68,265.0,3.68,435.1,1.87,33.08,1.56,18.48,2019-04-14 11:00:00,137.2804056430523,30.667563221288493,1003.1753027628331,1.7248240723123587
5,1011.23,29.41,13.53,12.03,78.18,343.47,119.9,8.68,47.448,53.6,265.0,5.03,408.38,2.49,14.88,1.4,23.25,2019-04-14 12:00:00,124.27958122855762,30.84715911923675,1002.9820089299459,1.5926293472954498
6,1009.65,28.91,7.02,13.06,81.86,124.37,124.78,9.71,41.784,54.71,264.32,5.37,450.37,2.6,6.7,1.61,27.16,2019-04-14 13:00:00,126.64449889683613,29.777010470092463,1003.4259524177331,1.431936457942811
7,1009.69,28.87,4.49,10.76,83.69,254.85,138.83,6.47,16.872,19.55,264.65,4.69,362.58,2.18,7.36,2.65,21.91,2019-04-14 14:00:00,141.1317189432209,29.499672409347912,1003.841335417153,1.6158000745652998
8,1009.71,28.83,4.67,12.42,84.64,209.75,136.05,3.11,12.24,12.02,265.0,4.43,301.52,2.07,3.21,2.26,24.97,2019-04-14 15:00:00,145.95581019215035,29.372801408483962,1003.8233655005496,1.6008912314403716
9,1008.63,28.51,4.06,14.29,85.59,79.3,124.73,1.88,14.172,15.98,265.0,4.39,343.5,1.99,-0.35,1.45,29.58,2019-04-14 16:00:00,146.4310801062254,29.059004311243676,1003.7565396322158,1.4719991415221259
10,1008.05,28.59,3.22,14.12,85.65,90.39,113.04,1.64,13.584,16.36,265.0,4.42,343.5,1.98,-0.04,1.19,32.63,2019-04-14 17:00:00,146.20184682346394,28.685890521171004,1003.8369332984869,1.42715908420697
11,1007.15,28.4,73.74,17.7,86.41,57.76,108.45,7.31,89.988,27.93,265.0,5.91,312.97,2.73,-12.15,1.06,33.38,2019-04-14 18:00:00,128.93364553996423,29.364669528051646,1003.3197047468891,1.2840527256087029
12,1007.98,27.96,65.19,15.46,88.06,10.31,99.07,15.75,81.804,28.23,265.0,5.55,332.05,2.56,-10.39,0.93,28.13,2019-04-14 19:00:00,132.44788624080104,28.856401725758367,1003.7377094830448,1.2660732379515878
13,1007.43,27.67,2.34,14.42,89.41,122.30164214998877,100.54,5.58,17.796,24.32,264.67,4.53,358.77,2.06,-5.48,0.71,28.63,2019-04-14 20:00:00,144.39401492612933,28.228861417076864,1003.9709345904807,1.2938664601192613
14,1010.89,27.6,2.43,15.46,90.23,109.06642383250073,107.43,3.25,17.412,23.58,265.0,5.05,377.85,2.34,-4.95,0.96,30.74,2019-04-14 21:00:00,146.4224423756241,28.04145836096437,1004.0805492798764,1.2583500312113145
15,1010.67,27.36,1.99,13.3,90.68,119.86166334435984,98.68,2.89,15.54,21.31,265.0,4.61,301.52,2.11,-1.94,0.82,25.06,2019-04-14 22:00:00,145.0145641541235,28.1324019551905,1004.0273765434772,1.324560996923907
16,1011.01,27.18,1.95,13.03,91.31,102.53016384248258,92.09,1.61,10.164,12.96,265.0,4.92,286.25,2.34,0.1,0.59,24.79,2019-04-14 23:00:00,148.046335967142,27.927088299385353,1004.0862791722687,1.340622392065569
17,1012.04,26.9,1.89,12.09,93.81,77.70550205569452,96.13,1.2,10.56,13.66,265.0,5.45,270.98,2.69,-1.42,0.61,21.89,2019-04-15 00:00:00,146.59784169655018,27.443647360312603,1004.2404704318996,1.2949946329626556
18,1011.45,26.7,1.41,12.54,94.54,64.84683798827973,102.26,1.14,9.648,12.96,265.0,5.31,251.9,2.66,-1.61,0.66,22.44,2019-04-15 01:00:00,147.63099033983963,27.32390228829162,1004.2768444494673,1.2809387778418824
19,1011.02,26.64,3.48,14.97,94.31,65.75677880007788,111.62,2.02,15.312,18.67,265.0,5.49,267.17,2.59,-1.83,0.94,27.17,2019-04-15 02:00:00,147.14894335400163,27.446156216249374,1004.2749762202085,1.2309345108951604
20,1010.41,26.23,49.3,24.2,93.59,76.70247926983939,117.16,23.85,78.588,47.47,265.0,6.93,438.92,2.99,-8.6,1.41,42.45,2019-04-15 03:00:00,140.250782942677,27.768736743251004,1004.459620286392,0.9129775883193361
21,1010.08,25.63,29.19,18.24,91.65,121.07882271192284,108.21,63.2,74.772,72.42,265.0,5.89,541.97,2.65,-4.38,1.13,33.08,2019-04-15 04:00:00,141.3373663050893,27.09472148865758,1005.5118108807112,0.9102875291098158
22,1008.97,25.02,8.03,13.96,92.44,120.31832055866471,128.65,40.99,49.752,65.64,265.0,4.64,557.23,2.19,1.28,1.18,24.2,2019-04-15 05:00:00,138.4782552694869,27.25873871947795,1004.8631972798142,1.0032084394862295
23,1010.73,24.48,3.56,14.46,96.45,5.42,135.07,18.1,32.148,44.92,265.0,4.47,637.38,2.15,5.69,1.37,27.52,2019-04-15 06:00:00,145.66860994375043,26.390458443446875,1004.7296212876586,0.8986925103318626
24,1011.49,24.48,3.32,12.54,94.61,19.41,132.23,15.65,25.368,34.67,265.0,3.76,637.38,1.83,10.19,1.14,27.62,2019-04-15 07:00:00,149.47222179441167,26.391100575440174,1004.6897351270967,0.9761005176360769
25,1012.86,24.32,3.85,11.72,95.39,11.69,108.85,12.19,27.288,36.87,265.0,3.68,713.72,1.75,9.82,0.82,24.97,2019-04-15 08:00:00,147.46279315370646,26.3339164016934,1004.568361686403,0.9148579488705764
26,1012.2,24.21,16.66,15.45,95.46,99.81,117.35,14.19,53.388,58.11,264.67,4.4,736.62,2.13,6.96,1.16,28.54,2019-04-15 09:00:00,137.61121006873736,26.801921781396455,1004.3075840378888,0.8021940703344157
27,1011.25,24.93,11.22,12.94,89.85,271.48,109.2,13.4,30.96,31.31,264.33,3.71,629.75,1.8,19.98,1.2,24.93,2019-04-15 10:00:00,146.65480284457055,27.920357419223176,1004.1241814885894,1.167324797065632
28,1011.42,25.39,4.07,10.86,85.45,158.48,113.98,12.45,17.928,21.84,264.67,3.28,572.5,1.6,27.07,1.19,23.0,2019-04-15 11:00:00,149.3227458974004,28.685376149712518,1003.9149919181677,1.3923108305051883
29,1013.32,26.28,4.37,7.65,81.83,304.29,104.94,8.43,15.828,18.11,265.0,3.02,530.52,1.6,36.17,1.19,15.28,2019-04-15 12:00:00,145.67193058576584,29.69539066009561,1003.4880704289999,1.605753034453457
30,1012.19,27.05,4.53,11.46,79.14,306.43,123.32,9.94,18.972,22.8,265.0,3.91,515.25,1.99,47.45,1.61,22.7,2019-04-15 13:00:00,145.37206005159908,30.352643193497446,1003.3539632813244,1.6543565832851712
31,1008.53,26.83,5.27,15.93,80.69,118.69,138.17,14.37,35.712,47.9,264.67,5.06,545.78,2.41,43.5,1.99,30.67,2019-04-15 14:00:00,136.3365802274302,30.15055493931596,1003.3857998786408,1.4561653085550148
32,1009.05,26.38,9.58,22.85,83.24,92.78,135.08,18.89,56.364,73.65,265.0,6.31,595.4,2.94,29.83,1.83,43.01,2019-04-15 15:00:00,131.4188627513886,29.710191445376232,1003.5108063597991,1.1529080855946319
33,1009.63,26.65,16.37,26.19,83.23,150.35,128.26,28.57,69.384,83.64,265.0,7.13,599.22,3.36,23.59,1.69,51.79,2019-04-15 16:00:00,131.44080496864,29.33319349978342,1003.8477157765216,1.0291090844585824
34,1006.56,26.49,19.54,30.12,83.58,63.62,123.13,33.11,88.5,108.75,264.67,8.08,614.48,3.79,14.32,1.73,61.81,2019-04-15 17:00:00,121.57985764834541,29.047951309477135,1003.8555062867941,0.831058518217354
35,1007.64,26.11,38.29,39.22,85.16,25.19,120.54,38.17,123.396,134.72,265.0,9.58,687.0,4.54,1.77,1.63,77.11,2019-04-15 18:00:00,116.07131953111457,28.97880400623282,1003.8141406765272,0.5129365017335203
36,1009.29,25.83,31.38,42.49,86.9,3.8,131.26,48.49,123.036,144.77,265.0,10.46,755.7,4.91,-1.22,1.57,85.54,2019-04-15 19:00:00,120.80079255210308,28.13650668514549,1004.409468079666,0.3349256483797376
37,1009.92,25.66,40.94,40.43,87.88,25.857398861873662,123.39,52.52,130.416,141.7,265.0,11.12,709.9,5.54,-1.91,1.46,79.97,2019-04-15 20:00:00,118.12420032499335,27.94242034472506,1004.4999866905273,0.37033998710326443
38,1010.89,25.45,41.53,39.25,88.36,24.35140835159109,116.72,56.05,131.436,142.37,265.0,12.06,641.2,6.1,-2.01,1.21,76.98,2019-04-15 21:00:00,115.69227060954177,27.81658021266329,1004.608424344984,0.4079472276703484
39,1011.77,25.27,25.98,39.66,89.33,40.839473154184816,117.16,44.65,119.712,147.75,265.0,12.01,599.22,5.95,-1.81,1.31,74.02,2019-04-15 22:00:00,112.38905069190832,28.234608346259943,1004.2589565297224,0.4320666229247365
40,1012.03,25.17,20.42,40.11,89.61,78.3332848669852,114.79,39.71,116.82,151.82,265.0,11.4,572.5,5.44,-1.73,1.48,70.36,2019-04-15 23:00:00,110.8203309611763,28.83203393452387,1003.993981498397,0.4638108788774531
41,1011.66,25.02,57.67,45.86,90.27,55.8976834443456,122.99,49.63,149.076,145.27,265.0,12.4,576.32,5.7,-2.12,1.48,80.47,2019-04-16 00:00:00,115.40161539086887,28.79206828812509,1004.2273689754336,0.3465104504980019
42,1011.07,25.03,22.44,33.05,90.12,70.76740053044705,124.68,39.05,105.264,130.6,265.0,8.77,583.95,3.98,2.93,1.44,61.0,2019-04-16 01:00:00,118.2183768039796,28.234697250755396,1004.2341574480203,0.5579919790017982
43,1010.54,25.04,11.11,28.5,90.64,69.5787791738403,118.13,43.22,88.032,120.95,265.0,7.96,572.5,3.69,2.28,1.06,53.22,2019-04-16 02:00:00,122.76366175075782,27.797134803410874,1004.5095894752609,0.637408461929013
44,1009.83,25.08,19.12,31.16,90.77,75.92687014795592,137.79,58.19,100.932,128.87,265.0,8.0,568.68,3.73,-2.13,1.06,56.09,2019-04-16 03:00:00,125.34864913791307,27.79819894456106,1004.8416559317458,0.5803306953636778
45,1009.77,25.12,20.71,28.95,90.71,91.19073479207873,126.73,51.69,98.532,122.66,265.0,8.28,557.23,4.12,-2.02,0.86,49.83,2019-04-16 04:00:00,122.01347359509327,28.045175101798495,1004.5256912052158,0.6586735803850274
46,1010.15,25.22,9.72,26.76,90.55,68.73449488391634,92.14,38.51,77.568,106.66,265.0,8.59,595.4,4.56,-0.15,0.46,47.9,2019-04-16 05:00:00,124.22871851625405,27.859542262832736,1004.280309037273,0.7190114352024253
47,1010.46,25.2,9.26,24.1,91.24,0.04,159.81,33.14,66.852,90.45,265.0,8.51,694.63,4.62,0.44,0.69,42.74,2019-04-16 06:00:00,129.73000699906902,27.642982048866042,1004.2718411963464,0.7835906251201905
48,1011.12,25.04,20.74,25.18,93.15,4.81,186.72,28.62,74.04,84.22,265.0,9.07,938.9,4.87,-1.45,0.63,44.41,2019-04-16 07:00:00,132.8114741140796,27.19895865525233,1004.2363201818775,0.6207417048029811
49,1011.78,24.78,27.54,33.22,97.12,18.73,261.08,27.48,64.932,59.52,265.0,10.49,1190.8,5.25,-1.52,0.77,63.39,2019-04-16 08:00:00,155.54732440300813,25.843577053920537,1004.9094568262577,0.34890827645570255
50,1012.36,24.84,18.4,27.63,97.94,44.76,280.47,33.51,47.808,46.71,265.0,8.99,1057.22,4.45,1.07,0.84,50.9,2019-04-16 09:00:00,161.81483208525538,25.719106532359316,1005.2748757341831,0.5374961977578394
51,1011.6,24.96,45.45,48.16,97.34,31.22,258.65,41.71,74.94,47.73,264.67,12.56,1118.28,5.47,-0.23,0.8,98.23,2019-04-16 10:00:00,176.57364305796818,25.23923815555192,1005.8499377333293,0.12599963895279132
52,1012.9,24.4,32.89,34.33,97.67,45.11,256.21,28.43,56.076,37.43,265.0,9.3,935.08,3.99,-0.05,0.98,73.16,2019-04-16 11:00:00,168.97688045921052,25.195875287267878,1005.5302573106998,0.4139103522158081
53,1012.45,24.2,10.03,14.45,93.96,65.4,155.49,15.63,26.868,26.72,265.0,4.09,713.72,1.79,6.45,1.26,30.82,2019-04-16 12:00:00,154.8059899460535,26.598318782329,1004.6993764251052,0.973062903745685
54,1011.72,24.17,23.81,29.86,94.53,72.12,148.73,14.52,44.736,33.59,265.0,8.21,797.68,3.15,4.46,1.11,63.12,2019-04-16 13:00:00,159.2010071205791,26.455542548639766,1004.8150286228797,0.6470479983738358
55,1008.11,23.76,33.26,38.19,95.51,53.73,212.47,19.23,56.676,37.81,265.0,11.73,877.83,4.57,10.17,1.11,79.36,2019-04-16 14:00:00,160.51245806209397,26.22344602849605,1004.9336901199166,0.4791963915774602
56,1007.51,23.21,30.66,21.4,98.46,70.51,167.26,18.58,55.8,40.29,264.64,7.53,931.27,3.34,15.57,0.71,37.26,2019-04-16 15:00:00,147.13692713023352,26.269335566076915,1004.5111169595947,0.6437269919981077
57,1009.7,23.65,26.1,17.87,97.59,107.3,173.02,14.31,53.064,43.0,265.0,6.37,1198.43,3.09,17.33,0.58,32.39,2019-04-16 16:00:00,146.8701339306399,26.05734782550023,1004.3373039815267,0.5718289504208087
58,1009.55,23.96,29.87,36.47,95.88,47.61,214.3,32.65,63.072,53.03,265.0,10.8,1511.4,4.62,15.42,0.68,74.14,2019-04-16 17:00:00,164.41095091229965,25.566271839011073,1005.1542513692073,0.16411343486441154
59,1009.8,24.04,37.14,53.71,94.1,18.1,218.46,46.89,75.42,61.24,265.0,13.07,1480.87,5.06,13.91,0.65,111.89,2019-04-16 18:00:00,179.8108115714855,25.5677283776245,1005.7675483370293,-0.09082055848674742
60,1010.33,24.15,23.12,43.85,92.22,4.98,229.62,26.96,67.608,70.49,265.0,9.51,1301.48,3.74,12.18,0.55,95.83,2019-04-16 19:00:00,165.31535546437374,26.027896352570792,1004.9193181417781,0.1170542564827386
61,1011.33,24.22,36.26,41.59,91.81,-30.22658676609717,138.69,20.44,74.748,61.53,265.0,9.8,1366.37,3.88,12.42,0.59,83.74,2019-04-16 20:00:00,159.39898887770778,27.020099589836896,1004.413488626893,0.2085371982434978
62,1012.44,24.27,9.69,21.34,90.44,75.63351257249815,135.14,14.31,40.176,48.09,265.0,6.28,1091.57,2.86,15.13,0.43,42.13,2019-04-16 21:00:00,149.5663642965444,27.45155469002816,1004.0673348859928,0.7569642569554134
63,1011.83,24.04,11.36,24.99,91.5,29.579902158598998,263.59,17.89,45.072,53.23,264.64,7.35,1389.27,3.56,12.82,0.8,51.66,2019-04-16 22:00:00,155.50497738070953,26.69387937499891,1004.3139502301026,0.5493062859142839
64,1013.35,23.87,9.96,21.97,90.76,63.75616333587823,288.11,18.96,39.852,47.13,265.0,6.69,1244.23,3.28,15.47,0.89,44.16,2019-04-16 23:00:00,156.52424708876686,27.051008236421183,1004.2906129366671,0.7287703794850202
65,1013.24,23.68,3.03,18.12,89.94,61.62990004387757,281.22,17.41,24.684,34.0,265.0,4.76,797.68,2.19,18.9,0.89,39.19,2019-04-17 00:00:00,159.37553543407807,27.25893261236116,1004.3998147453726,1.0228331776118011
66,1012.47,23.7,4.13,20.36,89.37,52.331761776869826,224.72,25.39,31.74,43.32,265.0,5.11,805.32,2.18,16.86,0.57,44.85,2019-04-17 01:00:00,157.8942576737677,27.176465245944694,1004.5852891902907,0.9294723858538347
67,1011.64,23.69,5.97,25.63,89.33,47.39623110625325,200.35,27.11,35.976,47.23,265.0,5.93,931.27,2.5,15.12,0.44,53.14,2019-04-17 02:00:00,160.6736255146642,27.347605067399744,1004.5473560789171,0.7946200442567886
68,1010.99,23.58,13.87,34.25,90.84,-63.378973775215854,180.58,26.26,46.872,52.19,265.0,7.23,1179.35,3.04,11.83,0.41,76.39,2019-04-17 03:00:00,166.58245558412898,26.28803718873968,1004.8383792018947,0.4124856367267
69,1009.52,23.56,19.5,35.84,91.27,-23.314350099328294,179.91,33.11,51.12,50.21,265.0,8.15,1175.53,3.3,11.72,0.34,74.04,2019-04-17 04:00:00,167.5537496170091,26.69810564367553,1004.8840508636715,0.43834299453965997
70,1009.83,23.54,16.69,36.77,91.24,14.195159213639272,189.4,38.03,47.58,48.97,265.0,9.91,1637.35,4.19,11.85,0.39,73.33,2019-04-17 05:00:00,171.6471655937812,26.5383953169541,1004.9889904349135,0.28051622077870775
71,1011.48,23.46,21.21,36.33,93.67,0.77,175.2,32.32,47.388,41.66,265.0,9.27,1358.73,4.2,11.46,0.57,73.56,2019-04-17 06:00:00,172.13961984507046,26.07205604089554,1005.1134402316615,0.3350900024014507
72,1011.83,23.66,35.21,39.81,93.27,17.28,143.59,36.88,58.644,37.9,265.0,9.27,1186.98,3.99,12.07,0.39,84.88,2019-04-17 07:00:00,175.88823367278246,25.805834819166083,1005.4075461765087,0.3022281977866612
73,1012.49,23.96,57.7,47.53,92.63,42.18,181.83,40.01,78.6,34.69,265.0,10.79,1522.85,4.62,12.83,0.49,104.23,2019-04-17 08:00:00,184.6044196319241,25.339814390169167,1005.5989113998239,0.02358719101995632
74,1010.14,24.36,64.87,52.31,90.89,81.29,160.69,50.24,87.276,37.28,264.27,11.6,1473.23,4.82,13.54,0.49,111.54,2019-04-17 09:00:00,186.5565040767773,25.901097748215577,1005.7248464257846,0.03356875544729121
75,1011.63,25.01,55.76,46.98,88.08,151.87,111.02,78.63,84.3,46.58,264.63,11.56,1297.67,5.08,16.88,0.59,97.24,2019-04-17 10:00:00,184.29486610760273,26.414792347351728,1006.3292024812685,0.2890958190513402
76,1012.53,25.41,73.78,44.86,86.53,177.8,125.91,64.62,105.756,52.57,265.0,13.17,1377.82,5.93,17.55,1.29,86.05,2019-04-17 11:00:00,166.88885429070388,27.78818046946944,1005.369908423812,0.40068060023892116
77,1010.45,25.51,78.59,49.35,86.32,120.86,132.26,62.14,120.06,67.65,265.0,15.8,1438.88,7.34,16.69,1.11,92.38,2019-04-17 12:00:00,157.07693024197306,28.128822589773847,1004.9813089754658,0.2971129599055402
78,1009.36,25.69,89.77,44.54,86.25,108.23,110.79,69.74,135.06,74.04,265.0,14.58,1114.47,6.87,16.55,1.06,84.62,2019-04-17 13:00:00,147.9708821420179,28.058980876094942,1005.1031287686785,0.4359450307518884
79,1008.22,25.78,40.15,27.59,85.43,130.91,115.95,37.35,79.896,63.65,265.0,8.32,736.62,3.99,28.42,1.13,57.58,2019-04-17 14:00:00,140.76278837570715,28.226659870004386,1004.3282407664404,0.880910694193787
80,1007.15,25.89,9.79,24.31,84.26,161.19,114.67,15.45,47.292,59.1,265.0,6.32,671.73,3.02,43.58,1.26,51.42,2019-04-17 15:00:00,139.8765808401538,28.834053123068006,1003.6586978658305,1.0457547459416006
81,1007.42,26.01,4.43,20.52,84.1,128.65,120.43,14.86,29.808,39.93,265.0,5.71,683.18,2.77,62.34,1.44,40.55,2019-04-17 16:00:00,146.90532507569492,29.136174543796336,1003.6762172732986,1.228688572557715
82,1006.56,25.97,2.74,23.38,85.15,52.74,125.86,15.08,31.26,44.8,265.0,6.1,797.68,2.86,61.69,1.37,52.5,2019-04-17 17:00:00,149.4365178279328,28.193576024794687,1003.9610968609755,1.0209494321266135
83,1006.27,25.9,2.99,30.24,86.23,17.76,127.65,18.28,45.468,66.69,265.0,7.3,858.75,3.28,48.3,1.42,70.23,2019-04-17 18:00:00,146.61855492208701,27.53245555544742,1004.2083818559199,0.73280415047806
84,1005.32,25.54,3.45,36.21,89.02,3.35,121.69,21.15,69.636,103.88,265.0,9.29,854.93,4.27,27.46,1.08,77.11,2019-04-17 19:00:00,131.9553878986818,27.469403199669944,1004.0451256784355,0.45941510986244083
85,1004.38,25.38,19.22,34.76,91.06,-15.79531966601644,113.69,24.33,93.816,117.59,264.64,10.61,824.4,5.17,16.76,0.94,70.39,2019-04-17 20:00:00,118.1670774138754,27.38207906103347,1003.9127195880176,0.39776703444197636
86,1006.38,25.61,18.22,32.76,91.97,-0.9214048341236776,120.63,27.57,95.58,121.88,264.64,10.6,767.15,5.26,13.99,1.12,64.61,2019-04-17 21:00:00,115.71938034423806,27.314468411875538,1004.0654806270712,0.43405181792378755
87,1008.55,25.74,4.69,26.12,93.65,40.17951697040553,118.0,19.16,60.684,87.92,265.0,10.07,698.45,5.1,22.74,1.09,47.36,2019-04-17 22:00:00,125.74930502394716,27.349465531121336,1004.1146259265671,0.7019316843364152
88,1008.69,25.9,1.84,23.17,93.96,72.15170987847523,113.22,10.37,40.164,60.05,265.0,9.86,580.13,5.15,31.42,1.3,38.34,2019-04-17 23:00:00,132.22988816167617,27.717799810576622,1003.9731950080754,0.9406705428905084
89,1006.91,25.81,1.9,19.54,95.73,40.30306641025891,114.3,8.86,32.16,47.4,264.63,9.34,503.8,4.96,33.33,1.37,33.79,2019-04-18 00:00:00,133.98909839529915,27.06447112763678,1004.1958578264646,0.9922074505175686
90,1006.3,25.57,2.52,15.25,98.37,17.697523471564637,114.93,7.93,29.856,42.92,264.63,7.35,454.18,3.78,29.1,1.21,25.96,2019-04-18 01:00:00,135.11141714229734,26.496370264591242,1004.3654666597537,0.9757442274009946
91,1006.89,25.47,1.88,12.26,99.67,4.786477806075709,119.94,6.18,23.604,34.1,265.0,5.76,404.57,2.95,27.59,1.06,20.5,2019-04-18 02:00:00,139.18332369003747,26.202497156225924,1004.4592160506644,1.0107087415068676
92,1006.11,25.45,1.82,10.79,100.0,-7.527844912325236,118.76,4.79,17.052,23.93,265.0,5.04,366.4,2.61,26.44,1.08,19.12,2019-04-18 03:00:00,142.8628042615976,25.993292115461063,1004.5445531596815,1.0550997827121904
93,1005.98,25.57,1.74,11.15,99.99,-19.105686604885705,124.52,3.59,14.832,20.57,265.0,4.87,347.32,2.43,25.56,1.06,21.25,2019-04-18 04:00:00,144.95702662736232,25.895615876445024,1004.5929177625646,1.0555197411755728
94,1005.85,25.73,1.75,10.62,99.84,-2.441092338602175,111.63,2.45,13.08,17.82,265.0,4.87,320.6,2.47,24.6,0.92,18.35,2019-04-18 05:00:00,144.44314253328162,26.13879228800556,1004.4836026475726,1.1026359749063417
95,1006.09,26.0,2.41,10.42,98.92,1.62,109.56,1.9,15.864,21.14,265.0,4.99,370.22,2.51,21.28,0.88,17.81,2019-04-18 06:00:00,142.0906546704349,26.354473959726935,1004.3646305862711,1.1006386278955844
96,1006.91,26.1,7.94,13.84,98.58,7.23,110.75,3.64,36.12,44.42,265.0,5.6,572.5,2.74,12.51,0.87,23.14,2019-04-18 07:00:00,134.7995022777178,26.534898008663596,1004.1735431961146,0.8901097544131886
97,1006.2,26.37,19.78,15.86,98.62,34.74,110.09,5.84,51.732,50.72,265.0,6.52,583.95,3.08,8.85,1.02,26.48,2019-04-18 08:00:00,130.30019061829353,26.638568277621054,1004.142358845269,0.8291066343976041
98,1005.28,26.93,31.65,17.96,96.86,91.93,110.0,5.4,58.836,43.64,264.65,6.43,446.55,3.01,10.22,1.28,34.44,2019-04-18 09:00:00,132.14535820203946,26.78389232359084,1004.1730774732896,0.8924910364156702
99,1006.56,27.8,19.77,20.21,93.94,117.79,124.98,3.86,37.788,28.9,264.65,6.14,389.3,2.84,15.8,1.7,38.5,2019-04-18 10:00:00,143.53181361811755,27.494850032660697,1004.2090789380037,1.0721532419229263
100,1006.04,28.71,5.58,18.03,90.39,240.74,136.91,1.29,16.032,16.57,264.64,6.07,301.52,2.72,25.38,2.52,32.68,2019-04-18 11:00:00,146.35623774123178,28.533685750153243,1004.064932975085,1.3729492552221032
101,1003.76,29.51,5.14,18.89,87.12,382.26,138.35,0.1,11.496,10.13,264.64,6.48,286.25,2.99,33.63,2.99,37.03,2019-04-18 12:00:00,147.1024542477512,29.025786500168184,1003.9260409878325,1.49197437727166
102,1002.74,29.48,3.48,19.62,87.13,298.47,138.92,-0.25,8.076,7.32,264.65,6.84,278.62,3.22,39.88,3.0,37.5,2019-04-18 13:00:00,148.2079025039061,29.113125257909406,1003.8858225021431,1.513503434876533
103,1002.93,29.88,3.28,19.75,86.03,488.52,142.34,-0.26,7.296,6.41,264.65,7.58,282.43,3.57,46.31,3.22,36.01,2019-04-18 14:00:00,146.97268414134373,29.540602697850076,1003.7871920583107,1.5848451033390205
104,1001.76,29.92,3.28,23.58,85.63,378.97,139.1,-0.25,8.724,8.65,265.0,8.5,332.05,3.98,51.95,2.87,41.07,2019-04-18 15:00:00,148.1744495967638,29.872583500443927,1003.6021874993673,1.534655803538591
105,1000.62,29.59,3.49,26.96,86.53,251.21,124.16,0.12,12.132,13.64,265.0,9.13,385.48,4.33,48.38,2.11,48.36,2019-04-18 16:00:00,148.82299001783758,29.542855724649772,1003.5750192633457,1.3845508256529513
106,1001.35,29.23,3.77,30.19,87.94,134.9,118.13,0.05,17.1,21.0,265.0,10.19,427.47,4.75,45.39,1.97,56.52,2019-04-18 17:00:00,148.26079962004428,29.03985869444809,1003.7233305199784,1.2265164016465562
107,1001.29,28.69,3.08,32.46,89.79,51.84,116.07,0.05,26.604,36.97,265.0,10.96,454.18,5.27,38.8,1.75,65.37,2019-04-18 18:00:00,143.1833790999068,28.14209855796219,1003.8661503662692,1.0122157323678778
108,1000.22,28.06,2.46,31.96,91.38,6.81,110.56,0.18,34.116,49.7,265.0,11.19,431.28,5.49,32.15,1.33,58.97,2019-04-18 19:00:00,135.15389404992573,28.363408306034753,1003.5953081216658,0.9731669715559832
109,1001.01,27.75,1.79,27.4,91.51,77.70899809005641,107.9,-0.08,18.204,25.81,265.0,10.3,404.57,5.19,38.08,1.13,47.65,2019-04-18 20:00:00,143.27867182373257,28.466570288812804,1003.6493110240351,1.1558474821486726
110,1003.38,27.9,1.76,23.77,89.82,115.59589499202411,113.32,-0.43,13.908,19.09,265.0,9.43,343.5,4.79,40.41,1.16,40.95,2019-04-18 21:00:00,144.24433917302792,28.80243422358497,1003.6067342109271,1.3103157268247827
111,1002.92,27.94,1.96,24.71,88.59,122.82727947828607,112.84,-0.45,18.912,26.63,264.64,9.45,358.77,4.79,37.07,1.18,43.6,2019-04-18 22:00:00,141.0419181783284,29.027371228997257,1003.484743322462,1.292279249373422
112,1003.34,27.9,1.43,24.97,88.28,129.54295571776674,110.82,-0.44,16.956,24.39,264.64,9.62,316.78,4.86,34.93,1.19,43.7,2019-04-18 23:00:00,141.81661966411025,29.15850486798804,1003.4877968836614,1.3312287403641676
113,1004.32,27.81,1.24,24.82,89.01,120.60283269842694,117.09,-0.31,16.848,24.51,265.0,9.6,293.88,4.75,27.86,1.39,44.16,2019-04-19 00:00:00,142.27230263778154,28.95159692893684,1003.621653120418,1.3144742539784602
114,1003.69,27.86,1.49,24.46,89.26,149.86336768498222,118.4,-0.29,19.428,28.18,265.0,9.61,244.27,4.83,23.9,1.43,39.39,2019-04-19 01:00:00,138.6879287092545,29.356451486662543,1003.4500088691462,1.3615777203806942
